ward,precinct,total,democratic,republican,percentDemocratic
18,14,474,460,12,0.970464135021097
18,15,528,427,92,0.808712121212121
18,16,438,418,19,0.954337899543379
18,17,485,437,40,0.901030927835052
18,18,356,338,15,0.949438202247191
18,19,413,391,19,0.946731234866828
18,20,342,333,7,0.973684210526316
18,21,576,527,41,0.914930555555556
18,22,498,473,21,0.949799196787149
18,23,469,430,31,0.916844349680171
18,24,492,355,131,0.721544715447154
18,25,521,398,120,0.763915547024952
18,26,542,514,23,0.948339483394834
18,27,402,368,29,0.915422885572139
18,28,477,309,164,0.647798742138365
18,29,536,467,66,0.871268656716418
18,30,595,431,153,0.72436974789916
18,31,502,473,25,0.942231075697211
18,32,463,448,13,0.967602591792657
18,33,353,337,13,0.954674220963173
18,34,508,470,37,0.925196850393701
18,35,515,483,26,0.937864077669903
18,36,512,434,72,0.84765625
18,37,508,475,26,0.93503937007874
18,38,420,404,14,0.961904761904762
18,39,409,380,24,0.929095354523227
18,40,515,422,83,0.819417475728155
18,41,546,517,27,0.946886446886447
18,42,426,392,29,0.92018779342723
18,43,423,319,100,0.754137115839243
18,44,455,311,140,0.683516483516484
18,45,489,418,68,0.85480572597137
18,46,546,404,137,0.73992673992674
18,47,363,332,29,0.914600550964187
18,48,334,318,13,0.952095808383234
18,49,313,292,19,0.932907348242812
18,50,375,349,19,0.930666666666667
19,1,467,219,244,0.468950749464668
19,2,678,569,102,0.839233038348083
19,3,472,126,339,0.266949152542373
19,4,649,219,417,0.337442218798151
19,5,588,459,117,0.780612244897959
19,6,603,236,356,0.391376451077944
19,7,492,289,193,0.58739837398374
19,8,613,189,416,0.308319738988581
19,9,396,179,214,0.452020202020202
19,10,642,513,119,0.799065420560748
19,11,547,149,389,0.272394881170018
19,12,488,148,334,0.30327868852459
19,13,596,551,34,0.924496644295302
19,14,579,468,100,0.808290155440414
19,15,741,236,495,0.318488529014845
19,16,546,175,361,0.320512820512821
19,17,459,204,246,0.444444444444444
19,18,510,381,118,0.747058823529412
19,19,670,539,123,0.804477611940298
19,20,425,369,50,0.868235294117647
19,21,582,195,378,0.335051546391753
19,22,576,424,137,0.736111111111111
19,23,559,271,281,0.48479427549195
19,24,405,139,259,0.34320987654321
19,25,509,349,155,0.68565815324165
19,26,532,355,165,0.667293233082707
19,27,504,432,65,0.857142857142857
19,28,598,558,26,0.933110367892977
19,29,614,227,381,0.369706840390879
19,30,545,189,344,0.346788990825688
19,31,489,329,145,0.67280163599182
19,32,495,234,252,0.472727272727273
19,33,606,187,411,0.308580858085809
19,34,474,330,139,0.69620253164557
19,35,477,347,126,0.727463312368973
19,36,726,644,75,0.887052341597796
19,37,510,445,55,0.872549019607843
19,38,481,410,62,0.852390852390852
19,39,246,221,20,0.898373983739837
19,40,576,451,116,0.782986111111111
19,41,555,174,374,0.313513513513514
19,42,438,344,85,0.785388127853881
19,43,698,659,32,0.944126074498567
19,44,651,203,439,0.311827956989247
19,45,550,258,281,0.469090909090909
19,46,544,263,273,0.483455882352941
19,47,718,605,105,0.842618384401114
19,48,630,599,26,0.950793650793651
19,49,620,554,55,0.893548387096774
19,50,447,261,178,0.583892617449664
19,51,592,310,272,0.523648648648649
19,52,662,259,384,0.391238670694864
19,53,506,315,183,0.622529644268775
19,54,482,119,353,0.246887966804979
19,55,494,145,339,0.293522267206478
19,56,558,443,106,0.793906810035842
19,57,437,355,73,0.812356979405034
20,1,479,454,19,0.947807933194154
20,2,183,161,17,0.879781420765027
20,3,408,385,12,0.943627450980392
20,4,241,209,29,0.867219917012448
20,5,549,518,24,0.943533697632058
20,6,225,213,10,0.946666666666667
20,7,557,520,21,0.933572710951526
20,8,424,399,20,0.941037735849057
20,9,660,635,18,0.962121212121212
20,10,330,315,8,0.954545454545455
20,11,620,588,24,0.948387096774193
20,12,451,433,12,0.960088691796009
20,13,490,460,27,0.938775510204082
20,14,281,264,9,0.939501779359431
20,15,499,439,53,0.879759519038076
20,16,575,541,21,0.940869565217391
20,17,327,281,40,0.859327217125382
20,18,337,318,12,0.943620178041543
20,19,494,468,20,0.947368421052632
20,20,371,310,54,0.835579514824798
20,21,391,373,17,0.953964194373402
20,22,622,586,26,0.942122186495177
20,23,454,433,16,0.95374449339207
20,24,615,570,30,0.926829268292683
20,25,338,314,19,0.928994082840237
20,26,455,422,21,0.927472527472528
20,27,271,254,14,0.937269372693727
20,28,291,280,8,0.962199312714777
20,29,551,525,24,0.952813067150635
20,30,222,208,12,0.936936936936937
20,31,589,555,28,0.942275042444822
20,32,407,386,20,0.948402948402948
20,33,288,268,16,0.930555555555556
20,34,629,577,40,0.917329093799682
20,35,352,328,11,0.931818181818182
20,36,158,151,4,0.955696202531646
20,37,143,136,5,0.951048951048951
20,38,172,149,20,0.866279069767442
20,39,39,37,2,0.948717948717949
21,1,492,476,14,0.967479674796748
21,2,386,368,14,0.953367875647668
21,3,452,428,16,0.946902654867257
21,4,438,427,10,0.974885844748858
21,5,476,465,9,0.976890756302521
21,6,396,380,13,0.95959595959596
21,7,457,438,15,0.958424507658643
21,8,487,457,26,0.938398357289528
21,9,476,466,8,0.978991596638655
21,10,388,363,18,0.935567010309278
21,11,432,418,9,0.967592592592593
21,12,406,385,14,0.948275862068966
21,13,469,438,22,0.933901918976546
21,14,483,448,29,0.927536231884058
21,15,415,404,10,0.973493975903614
21,16,440,418,19,0.95
21,17,403,380,18,0.942928039702233
21,18,516,504,10,0.976744186046512
21,19,497,480,9,0.96579476861167
21,20,416,402,12,0.966346153846154
21,21,377,357,13,0.946949602122016
21,22,415,396,16,0.95421686746988
21,23,419,410,6,0.978520286396181
21,24,464,452,10,0.974137931034483
21,25,396,380,13,0.95959595959596
21,26,497,473,20,0.951710261569416
21,27,486,460,18,0.946502057613169
21,28,542,519,16,0.957564575645756
21,29,481,466,13,0.968814968814969
21,30,412,392,16,0.951456310679612
21,31,336,322,10,0.958333333333333
21,32,461,441,17,0.956616052060738
21,33,393,375,10,0.954198473282443
21,34,445,422,16,0.948314606741573
21,35,538,515,19,0.95724907063197
21,36,446,428,14,0.959641255605381
21,37,336,324,7,0.964285714285714
21,38,468,454,6,0.97008547008547
21,39,407,393,9,0.965601965601966
21,40,427,411,11,0.962529274004684
21,41,476,455,18,0.955882352941176
21,42,492,476,15,0.967479674796748
21,43,455,434,14,0.953846153846154
21,44,483,465,16,0.962732919254658
21,45,435,423,9,0.972413793103448
21,46,487,469,13,0.963039014373716
21,47,427,406,18,0.950819672131148
21,48,451,427,23,0.946784922394678
21,49,495,475,18,0.95959595959596
21,50,335,316,13,0.943283582089552
21,51,457,436,16,0.954048140043764
21,52,465,451,8,0.969892473118279
21,53,379,356,19,0.939313984168865
21,54,399,386,9,0.967418546365915
22,1,265,254,7,0.958490566037736
22,2,597,400,191,0.670016750418761
22,3,719,610,91,0.848400556328234
22,4,393,343,39,0.872773536895674
22,5,457,385,60,0.842450765864333
22,6,457,391,60,0.855579868708971
22,7,375,344,26,0.917333333333333
22,8,685,535,146,0.781021897810219
22,9,384,339,37,0.8828125
22,10,632,536,78,0.848101265822785
22,11,399,349,41,0.87468671679198
22,12,419,314,94,0.749403341288783
22,13,506,445,59,0.879446640316206
22,14,399,351,42,0.879699248120301
22,15,393,338,49,0.860050890585242
22,16,395,346,46,0.875949367088607
22,17,639,534,101,0.835680751173709
22,18,396,346,40,0.873737373737374
22,19,227,212,12,0.933920704845815
22,20,466,407,52,0.873390557939914
22,21,460,432,24,0.939130434782609
22,22,464,384,64,0.827586206896552
22,23,533,503,23,0.943714821763602
22,24,552,475,61,0.860507246376812
22,25,457,401,48,0.87746170678337
23,1,463,214,244,0.462203023758099
23,2,505,263,231,0.520792079207921
23,3,457,216,232,0.472647702407002
23,4,531,291,232,0.548022598870056
23,5,482,404,68,0.838174273858921
23,6,514,372,135,0.723735408560311
23,7,437,344,80,0.787185354691076
23,8,583,378,192,0.648370497427101
23,9,451,383,61,0.849223946784922
23,10,534,411,118,0.769662921348315
23,11,534,443,81,0.829588014981273
23,12,525,215,298,0.40952380952381
23,13,448,383,61,0.854910714285714
23,14,466,231,231,0.495708154506438
23,15,426,351,62,0.823943661971831
23,16,485,231,251,0.476288659793814
23,17,381,315,58,0.826771653543307
23,18,439,219,218,0.498861047835991
23,19,393,333,59,0.847328244274809
23,20,331,266,60,0.803625377643504
23,21,470,209,255,0.44468085106383
23,22,494,283,204,0.572874493927126
23,23,461,259,195,0.561822125813449
23,24,413,337,73,0.815980629539951
23,25,426,313,105,0.734741784037559
23,26,472,341,124,0.722457627118644
23,27,447,210,230,0.469798657718121
23,28,538,278,253,0.516728624535316
23,29,417,248,165,0.594724220623501
23,30,556,416,131,0.748201438848921
23,31,425,343,72,0.807058823529412
23,32,442,376,63,0.850678733031674
23,33,514,424,80,0.824902723735409
23,34,522,434,83,0.831417624521073
23,35,383,192,183,0.501305483028721
23,36,481,227,249,0.471933471933472
23,37,528,247,276,0.46780303030303
23,38,444,251,189,0.565315315315315
23,39,509,435,71,0.854616895874263
24,1,364,348,14,0.956043956043956
24,2,407,388,13,0.953316953316953
24,3,484,460,19,0.950413223140496
24,4,340,327,10,0.961764705882353
24,5,230,217,9,0.943478260869565
24,6,401,385,10,0.960099750623441
24,7,290,266,17,0.917241379310345
24,8,193,177,14,0.917098445595855
24,9,402,379,17,0.942786069651741
24,10,192,185,5,0.963541666666667
24,11,483,460,21,0.952380952380952
24,12,260,245,13,0.942307692307692
24,13,240,221,11,0.920833333333333
24,14,377,362,12,0.960212201591512
24,15,226,215,11,0.951327433628319
24,16,1167,821,307,0.703513281919452
24,17,308,294,10,0.954545454545455
24,18,418,400,14,0.956937799043062
24,19,467,448,15,0.9593147751606
24,20,343,319,17,0.93002915451895
24,21,215,199,11,0.925581395348837
24,22,496,463,23,0.933467741935484
24,23,355,326,25,0.91830985915493
24,24,454,425,21,0.936123348017621
24,25,324,305,13,0.941358024691358
24,26,594,565,25,0.951178451178451
24,27,399,385,10,0.964912280701754
24,28,254,239,12,0.940944881889764
24,29,299,284,7,0.949832775919732
24,30,246,231,12,0.939024390243902
24,31,445,415,17,0.932584269662921
24,32,214,204,5,0.953271028037383
24,33,258,246,9,0.953488372093023
24,34,406,387,13,0.95320197044335
24,35,413,384,22,0.929782082324455
24,36,456,423,23,0.927631578947368
24,37,224,215,6,0.959821428571429
24,38,301,287,10,0.953488372093023
24,39,409,374,33,0.914425427872861
24,40,500,471,24,0.942
24,41,288,274,13,0.951388888888889
25,1,481,426,50,0.885654885654886
25,2,722,655,50,0.907202216066482
25,3,1124,929,177,0.826512455516014
25,4,477,417,53,0.874213836477987
25,5,633,542,76,0.856240126382306
25,6,248,173,75,0.69758064516129
25,7,629,561,52,0.891891891891892
25,8,688,627,47,0.911337209302326
25,9,600,540,42,0.9
25,10,918,763,144,0.831154684095861
25,11,630,542,68,0.86031746031746
25,12,562,483,67,0.859430604982206
25,13,727,654,53,0.89958734525447
25,14,513,405,98,0.789473684210526
25,15,537,445,78,0.828677839851024
25,16,1137,867,247,0.762532981530343
25,17,657,583,59,0.887366818873668
25,18,476,322,145,0.676470588235294
25,19,638,568,56,0.890282131661442
25,20,380,358,18,0.942105263157895
25,21,1197,1034,131,0.863826232247285
25,22,603,551,35,0.913764510779436
25,23,679,611,52,0.899852724594993
25,24,621,562,41,0.904991948470209
25,25,562,404,143,0.718861209964413
25,26,587,516,63,0.879045996592845
25,27,854,693,140,0.811475409836066
25,28,637,564,55,0.885400313971743
25,29,492,450,37,0.914634146341463
25,30,594,501,72,0.843434343434343
25,31,1307,1034,243,0.791124713083397
25,32,558,435,112,0.779569892473118
26,1,508,442,50,0.87007874015748
26,2,413,345,60,0.835351089588378
26,3,586,487,82,0.831058020477816
26,4,358,296,57,0.8268156424581
26,5,411,371,32,0.902676399026764
26,6,411,351,52,0.854014598540146
26,7,436,394,36,0.903669724770642
26,8,299,249,39,0.832775919732442
26,9,396,338,47,0.853535353535353
26,10,466,407,52,0.873390557939914
26,11,450,359,82,0.797777777777778
26,12,484,416,55,0.859504132231405
26,13,294,234,50,0.795918367346939
26,14,386,332,46,0.860103626943005
26,15,327,255,62,0.779816513761468
26,16,269,205,58,0.762081784386617
26,17,427,318,107,0.744730679156909
26,18,346,286,54,0.826589595375723
26,19,303,267,31,0.881188118811881
26,20,441,377,54,0.854875283446712
26,21,548,494,46,0.901459854014598
26,22,283,234,46,0.826855123674912
26,23,357,315,35,0.882352941176471
26,24,390,338,46,0.866666666666667
26,25,393,351,34,0.893129770992366
26,26,338,299,27,0.884615384615385
26,27,531,454,63,0.854990583804143
26,28,607,514,82,0.846787479406919
26,29,258,219,37,0.848837209302326
26,30,381,342,26,0.89763779527559
26,31,229,184,39,0.803493449781659
26,32,576,487,74,0.845486111111111
26,33,558,498,47,0.89247311827957
26,34,510,434,66,0.850980392156863
26,35,418,359,45,0.858851674641148
26,36,489,411,71,0.840490797546012
26,37,495,433,55,0.874747474747475
26,38,270,221,46,0.818518518518519
26,39,560,472,74,0.842857142857143
26,40,317,259,47,0.817034700315457
26,41,506,441,54,0.871541501976284
26,42,381,339,33,0.889763779527559
26,43,298,258,31,0.865771812080537
26,44,264,226,34,0.856060606060606
26,45,244,201,39,0.823770491803279
26,46,388,269,114,0.693298969072165
26,47,362,301,55,0.831491712707182
26,48,487,438,38,0.899383983572895
26,49,320,266,51,0.83125
27,1,1356,1105,220,0.814896755162242
27,2,623,524,83,0.841091492776886
27,3,285,264,18,0.926315789473684
27,4,292,262,19,0.897260273972603
27,5,437,397,38,0.908466819221968
27,6,692,571,109,0.82514450867052
27,7,821,734,74,0.894031668696711
27,8,411,369,40,0.897810218978102
27,9,311,238,68,0.765273311897106
27,10,479,447,25,0.933194154488518
27,11,741,598,125,0.807017543859649
27,12,500,416,80,0.832
27,13,740,674,57,0.910810810810811
27,14,261,239,15,0.915708812260536
27,15,284,266,13,0.936619718309859
27,16,703,556,128,0.790896159317212
27,17,538,475,58,0.882899628252788
27,18,370,331,31,0.894594594594595
27,19,273,232,31,0.84981684981685
27,20,413,392,15,0.949152542372881
27,21,583,471,104,0.807890222984562
27,22,259,238,19,0.918918918918919
27,23,367,338,23,0.920980926430518
27,24,356,327,26,0.918539325842696
27,25,502,450,45,0.896414342629482
27,26,354,325,23,0.918079096045198
27,27,689,627,44,0.910014513788099
27,28,828,621,179,0.75
27,29,331,288,38,0.870090634441088
27,30,246,230,15,0.934959349593496
27,31,396,364,27,0.919191919191919
27,32,487,436,41,0.895277207392197
27,33,802,684,103,0.85286783042394
27,34,352,340,10,0.965909090909091
27,35,732,606,108,0.827868852459016
27,36,366,332,23,0.907103825136612
27,37,636,537,86,0.844339622641509
27,38,771,619,135,0.802853437094682
27,39,357,333,24,0.932773109243698
27,40,842,663,155,0.787410926365796
27,41,435,415,17,0.954022988505747
27,42,406,334,65,0.822660098522167
27,43,396,364,23,0.919191919191919
27,44,369,342,23,0.926829268292683
27,45,1779,1461,291,0.821247892074199
27,46,530,411,109,0.775471698113208
27,47,369,325,33,0.880758807588076
27,48,1136,958,154,0.84330985915493
27,49,358,336,16,0.93854748603352
27,50,490,464,18,0.946938775510204
28,1,307,285,17,0.928338762214984
28,2,383,350,28,0.913838120104439
28,3,310,292,15,0.941935483870968
28,4,472,395,70,0.836864406779661
28,5,281,263,18,0.935943060498221
28,6,243,207,33,0.851851851851852
28,7,413,395,15,0.956416464891041
28,8,684,585,91,0.855263157894737
28,9,402,377,18,0.937810945273632
28,10,594,508,76,0.855218855218855
28,11,964,849,95,0.880705394190871
28,12,376,359,12,0.954787234042553
28,13,497,466,25,0.937625754527163
28,14,394,378,11,0.959390862944162
28,15,84,81,1,0.964285714285714
28,16,265,251,10,0.947169811320755
28,17,347,331,13,0.953890489913544
28,18,337,319,15,0.946587537091988
28,19,365,314,46,0.86027397260274
28,20,339,318,16,0.938053097345133
28,21,318,305,9,0.959119496855346
28,22,386,361,16,0.935233160621761
28,23,515,481,23,0.933980582524272
28,24,347,312,31,0.899135446685879
28,25,598,556,31,0.929765886287626
28,26,402,386,13,0.960199004975124
28,27,478,340,118,0.711297071129707
28,28,586,453,123,0.773037542662116
28,29,223,202,17,0.905829596412556
28,30,56,54,2,0.964285714285714
28,31,518,484,24,0.934362934362934
28,32,386,369,13,0.955958549222798
28,33,432,414,17,0.958333333333333
28,34,726,671,42,0.924242424242424
28,35,476,449,24,0.94327731092437
28,36,218,206,9,0.944954128440367
28,37,462,442,17,0.956709956709957
28,38,152,138,11,0.907894736842105
28,39,315,294,18,0.933333333333333
28,40,500,480,16,0.96
28,41,271,259,11,0.955719557195572
28,42,418,393,16,0.940191387559809
28,43,526,510,12,0.96958174904943
28,44,304,290,12,0.953947368421053
28,45,682,553,108,0.810850439882698
28,46,804,660,125,0.82089552238806
29,1,687,560,117,0.815138282387191
29,2,638,608,22,0.952978056426332
29,3,533,506,21,0.949343339587242
29,4,581,538,36,0.925989672977625
29,5,404,373,28,0.923267326732673
29,6,388,376,11,0.969072164948454
29,7,522,456,60,0.873563218390805
29,8,464,429,22,0.924568965517241
29,9,558,421,127,0.754480286738351
29,10,648,522,116,0.805555555555556
29,11,285,267,14,0.936842105263158
29,12,581,541,33,0.931153184165232
29,13,511,483,22,0.945205479452055
29,14,434,419,11,0.965437788018433
29,15,530,504,22,0.950943396226415
29,16,468,450,15,0.961538461538462
29,17,460,437,14,0.95
29,18,481,461,14,0.958419958419958
29,19,489,462,20,0.94478527607362
29,20,507,485,15,0.956607495069033
29,21,674,638,26,0.946587537091988
29,22,429,386,39,0.8997668997669
29,23,623,433,182,0.695024077046549
29,24,469,441,20,0.940298507462687
29,25,546,524,17,0.95970695970696
29,26,458,426,23,0.930131004366812
29,27,443,428,12,0.966139954853273
29,28,611,587,14,0.960720130932897
29,29,673,415,247,0.616641901931649
29,30,704,587,112,0.833806818181818
29,31,633,331,292,0.522906793048973
29,32,626,349,264,0.557507987220447
29,33,353,338,14,0.957507082152974
29,34,381,339,40,0.889763779527559
29,35,371,355,11,0.956873315363881
29,36,408,385,22,0.943627450980392
29,37,455,417,29,0.916483516483516
29,38,653,473,167,0.724349157733538
29,39,640,413,218,0.6453125
29,40,544,515,17,0.946691176470588
29,41,420,387,22,0.921428571428571
29,42,546,521,19,0.954212454212454
29,43,625,552,64,0.8832
29,44,639,595,39,0.93114241001565
30,1,644,496,137,0.770186335403727
30,2,640,448,186,0.7
30,3,453,381,62,0.841059602649007
30,4,592,410,170,0.692567567567567
30,5,461,360,98,0.780911062906725
30,6,479,372,104,0.776617954070981
30,7,628,497,121,0.79140127388535
30,8,683,556,112,0.814055636896047
30,9,536,384,144,0.716417910447761
30,10,636,483,143,0.759433962264151
30,11,573,470,95,0.820244328097731
30,12,548,419,117,0.764598540145985
30,13,578,416,154,0.719723183391004
30,14,453,349,101,0.770419426048565
30,15,507,415,79,0.818540433925049
30,16,355,261,91,0.735211267605634
30,17,621,452,158,0.727858293075684
30,18,707,620,73,0.876944837340877
30,19,598,483,108,0.807692307692308
30,20,641,504,129,0.786271450858034
30,21,446,295,147,0.661434977578475
30,22,824,700,100,0.849514563106796
30,23,718,576,120,0.802228412256267
30,24,848,714,119,0.841981132075471
30,25,862,709,128,0.822505800464037
30,26,374,286,83,0.764705882352941
30,27,434,327,105,0.753456221198157
30,28,569,496,64,0.87170474516696
30,29,423,337,75,0.796690307328605
30,30,258,213,43,0.825581395348837
30,31,379,300,76,0.79155672823219
30,32,479,416,59,0.868475991649269
31,1,373,301,66,0.806970509383378
31,2,346,291,53,0.841040462427746
31,3,395,286,101,0.724050632911392
31,4,486,433,44,0.890946502057613
31,5,401,313,77,0.780548628428928
31,6,286,235,46,0.821678321678322
31,7,574,519,45,0.904181184668989
31,8,349,283,61,0.810888252148997
31,9,432,354,71,0.819444444444444
31,10,454,389,62,0.856828193832599
31,11,348,269,75,0.772988505747126
31,12,353,252,94,0.713881019830028
31,13,436,353,74,0.809633027522936
31,14,392,302,89,0.770408163265306
31,15,412,307,102,0.745145631067961
31,16,467,415,44,0.88865096359743
31,17,381,290,81,0.761154855643045
31,18,379,308,64,0.812664907651715
31,19,366,274,86,0.748633879781421
31,20,352,268,79,0.761363636363636
31,21,358,271,83,0.756983240223464
31,22,351,300,45,0.854700854700855
31,23,410,338,64,0.824390243902439
31,24,426,343,76,0.805164319248826
31,25,388,297,85,0.765463917525773
31,26,416,320,90,0.769230769230769
31,27,455,340,106,0.747252747252747
31,28,344,268,71,0.779069767441861
31,29,379,299,73,0.788918205804749
31,30,318,265,49,0.833333333333333
31,31,358,267,87,0.745810055865922
31,32,331,258,67,0.779456193353474
31,33,396,304,85,0.767676767676768
31,34,413,311,93,0.753026634382567
31,35,466,373,86,0.800429184549356
31,36,419,334,80,0.797136038186158
31,37,381,315,62,0.826771653543307
31,38,362,297,59,0.820441988950276
31,39,442,382,50,0.864253393665158
31,40,449,381,52,0.848552338530067
31,41,377,308,64,0.816976127320955
32,1,919,765,134,0.832426550598477
32,2,837,721,98,0.861409796893668
32,3,746,668,63,0.89544235924933
32,4,691,610,71,0.882778581765557
32,5,780,696,71,0.892307692307692
32,6,882,800,65,0.90702947845805
32,7,861,743,96,0.862950058072009
32,8,970,791,150,0.815463917525773
32,9,776,665,93,0.856958762886598
32,10,871,695,148,0.797933409873708
32,11,628,577,39,0.918789808917197
32,12,501,448,33,0.894211576846307
32,13,881,704,151,0.799091940976163
32,14,743,679,50,0.913862718707941
32,15,710,586,108,0.825352112676056
32,16,719,624,86,0.867872044506259
32,17,673,607,46,0.901931649331352
32,18,746,600,132,0.804289544235925
32,19,713,617,78,0.865357643758766
32,20,664,611,40,0.920180722891566
32,21,745,649,79,0.871140939597315
32,22,833,755,56,0.906362545018007
32,23,793,672,103,0.847414880201765
32,24,692,530,146,0.765895953757225
32,25,730,625,94,0.856164383561644
32,26,713,638,58,0.894810659186536
32,27,845,645,177,0.763313609467456
32,28,689,625,51,0.90711175616836
32,29,766,674,84,0.879895561357702
32,30,796,649,134,0.815326633165829
32,31,812,666,126,0.820197044334975
32,32,865,760,87,0.878612716763006
32,33,743,611,116,0.822341857335128
32,34,834,731,83,0.876498800959233
32,35,764,632,118,0.827225130890052
32,36,826,716,95,0.86682808716707
32,37,882,740,123,0.839002267573696
32,38,778,640,119,0.822622107969152
32,39,910,727,171,0.798901098901099
32,40,778,662,102,0.850899742930591
32,41,807,668,119,0.827757125154895
32,42,746,609,122,0.816353887399464
32,43,631,564,51,0.893819334389857
33,1,761,656,92,0.862023653088042
33,2,1023,816,185,0.797653958944281
33,3,994,860,108,0.865191146881288
33,4,982,820,139,0.835030549898167
33,5,735,621,101,0.844897959183673
33,6,645,559,72,0.866666666666667
33,7,779,656,110,0.842105263157895
33,8,894,788,82,0.881431767337808
33,9,824,674,132,0.817961165048544
33,10,648,538,97,0.830246913580247
33,11,751,616,113,0.820239680426099
33,12,747,617,109,0.825970548862115
33,13,687,594,83,0.864628820960699
33,14,353,306,42,0.86685552407932
33,15,739,632,88,0.855209742895805
33,16,1015,829,172,0.816748768472906
33,17,762,625,117,0.820209973753281
33,18,1057,904,121,0.855250709555345
33,19,889,749,127,0.84251968503937
33,20,918,797,103,0.868191721132897
33,21,754,668,75,0.885941644562334
33,22,686,551,129,0.803206997084548
33,23,798,689,97,0.863408521303258
33,24,858,753,83,0.877622377622378
33,25,877,732,126,0.834663625997719
33,26,567,503,55,0.887125220458554
33,27,881,722,141,0.819523269012486
33,28,663,591,60,0.891402714932127
34,1,480,469,10,0.977083333333333
34,2,391,367,14,0.938618925831202
34,3,457,434,16,0.949671772428884
34,4,340,325,15,0.955882352941176
34,5,410,392,12,0.95609756097561
34,6,516,485,24,0.939922480620155
34,7,494,474,8,0.959514170040486
34,8,397,387,8,0.974811083123426
34,9,316,295,19,0.933544303797468
34,10,460,435,21,0.945652173913044
34,11,398,370,20,0.92964824120603
34,12,485,469,13,0.96701030927835
34,13,449,431,15,0.959910913140312
34,14,368,354,11,0.96195652173913
34,15,425,405,15,0.952941176470588
34,16,405,386,16,0.953086419753086
34,17,562,533,21,0.948398576512456
34,18,325,310,12,0.953846153846154
34,19,515,490,22,0.951456310679612
34,20,490,474,14,0.96734693877551
34,21,515,504,10,0.978640776699029
34,22,451,431,15,0.955654101995565
34,23,379,367,12,0.968337730870712
34,24,399,381,13,0.954887218045113
34,25,680,662,14,0.973529411764706
34,26,517,501,11,0.969052224371373
34,27,379,362,14,0.955145118733509
34,28,304,291,10,0.957236842105263
34,29,379,368,9,0.970976253298153
34,30,420,399,17,0.95
