ward,precinct,total,democratic,republican,percentDemocratic
34,31,375,358,14,0.954666666666667
34,32,452,434,15,0.960176991150442
34,33,382,364,15,0.952879581151832
34,34,509,494,11,0.970530451866405
34,35,566,534,26,0.943462897526502
34,36,389,377,10,0.969151670951157
34,37,261,245,12,0.938697318007663
34,38,229,212,12,0.925764192139738
34,39,341,320,17,0.93841642228739
34,40,516,496,16,0.961240310077519
34,41,287,274,10,0.954703832752613
34,42,439,428,6,0.9749430523918
34,43,395,378,13,0.956962025316455
34,44,439,421,13,0.958997722095672
34,45,459,438,18,0.954248366013072
34,46,308,299,8,0.970779220779221
34,47,415,405,8,0.975903614457831
34,48,452,435,10,0.962389380530973
34,49,424,406,11,0.957547169811321
34,50,373,358,13,0.959785522788204
34,51,482,453,18,0.939834024896265
34,52,338,322,13,0.952662721893491
34,53,314,293,13,0.93312101910828
35,1,660,561,80,0.85
35,2,632,552,72,0.873417721518987
35,3,564,478,75,0.847517730496454
35,4,616,503,96,0.816558441558442
35,5,548,477,62,0.87043795620438
35,6,640,562,60,0.878125
35,7,640,585,47,0.9140625
35,8,631,543,72,0.86053882725832
35,9,634,488,138,0.769716088328076
35,10,713,654,44,0.917251051893408
35,11,726,624,86,0.859504132231405
35,12,463,370,77,0.799136069114471
35,13,498,416,74,0.835341365461847
35,14,520,439,71,0.844230769230769
35,15,740,642,70,0.867567567567568
35,16,376,315,55,0.837765957446809
35,17,652,584,59,0.895705521472393
35,18,436,357,76,0.818807339449541
35,19,431,355,71,0.823665893271462
35,20,649,541,87,0.833590138674884
35,21,636,568,56,0.893081761006289
35,22,753,643,90,0.853917662682603
35,23,653,540,94,0.826952526799387
35,24,566,490,59,0.865724381625442
35,25,640,554,66,0.865625
35,26,532,444,80,0.834586466165413
35,27,583,491,74,0.842195540308748
35,28,602,529,57,0.878737541528239
35,29,639,497,126,0.777777777777778
35,30,628,514,104,0.818471337579618
35,31,670,550,102,0.82089552238806
36,1,528,401,118,0.759469696969697
36,2,543,438,97,0.806629834254144
36,3,468,362,101,0.773504273504274
36,4,571,462,105,0.809106830122592
36,5,472,394,72,0.834745762711864
36,6,500,385,111,0.77
36,7,639,370,260,0.579029733959311
36,8,446,370,71,0.829596412556054
36,9,520,419,90,0.805769230769231
36,10,697,504,184,0.723098995695839
36,11,386,310,70,0.803108808290155
36,12,392,313,72,0.798469387755102
36,13,404,335,65,0.829207920792079
36,14,594,443,145,0.745791245791246
36,15,579,387,188,0.66839378238342
36,16,545,403,134,0.739449541284404
36,17,670,471,191,0.702985074626866
36,18,614,419,184,0.682410423452769
36,19,686,525,151,0.76530612244898
36,20,620,436,179,0.703225806451613
36,21,497,389,99,0.782696177062374
36,22,477,380,95,0.79664570230608
36,23,500,389,98,0.778
36,24,663,444,206,0.669683257918552
36,25,551,449,98,0.814882032667877
36,26,559,325,228,0.581395348837209
36,27,505,376,121,0.744554455445544
36,28,575,361,207,0.627826086956522
36,29,602,398,198,0.661129568106312
36,30,542,387,148,0.714022140221402
37,1,384,353,28,0.919270833333333
37,2,385,354,27,0.91948051948052
37,3,323,311,9,0.962848297213622
37,4,363,326,33,0.898071625344353
37,5,460,435,24,0.945652173913044
37,6,476,442,27,0.928571428571429
37,7,360,318,36,0.883333333333333
37,8,335,300,29,0.895522388059701
37,9,463,439,19,0.948164146868251
37,10,560,509,46,0.908928571428571
37,11,299,283,9,0.946488294314381
37,12,417,379,34,0.908872901678657
37,13,327,302,19,0.923547400611621
37,14,474,448,21,0.945147679324894
37,15,456,423,27,0.927631578947368
37,16,520,485,24,0.932692307692308
37,17,322,305,14,0.947204968944099
37,18,389,364,22,0.93573264781491
37,19,335,314,21,0.937313432835821
37,20,393,365,25,0.928753180661577
37,21,412,374,30,0.907766990291262
37,22,428,379,42,0.885514018691589
37,23,424,404,20,0.952830188679245
37,24,463,429,30,0.926565874730022
37,25,392,361,25,0.920918367346939
37,26,581,518,55,0.891566265060241
37,27,411,384,22,0.934306569343065
37,28,401,366,31,0.912718204488778
37,29,423,394,26,0.931442080378251
37,30,430,405,21,0.941860465116279
37,31,502,470,28,0.936254980079681
37,32,388,364,22,0.938144329896907
37,33,484,453,26,0.93595041322314
37,34,391,371,15,0.948849104859335
37,35,419,401,14,0.957040572792363
37,36,424,401,20,0.945754716981132
37,37,488,453,28,0.92827868852459
37,38,469,433,32,0.923240938166311
37,39,420,393,22,0.935714285714286
37,40,462,440,20,0.952380952380952
37,41,473,437,29,0.923890063424947
38,1,541,385,132,0.711645101663586
38,2,633,213,415,0.336492890995261
38,3,634,338,290,0.533123028391167
38,4,589,307,268,0.521222410865874
38,5,631,355,268,0.562599049128368
38,6,641,337,300,0.525741029641186
38,7,581,281,290,0.483648881239243
38,8,585,333,248,0.569230769230769
38,9,679,335,332,0.493372606774669
38,10,533,315,211,0.590994371482176
38,11,528,334,183,0.632575757575758
38,12,632,240,382,0.379746835443038
38,13,675,362,302,0.536296296296296
38,14,631,401,214,0.635499207606973
38,15,571,372,183,0.651488616462347
38,16,593,338,247,0.569983136593592
38,17,727,332,380,0.456671251719395
38,18,641,382,244,0.59594383775351
38,19,683,395,276,0.578330893118594
38,20,623,281,337,0.451043338683788
38,21,573,387,177,0.675392670157068
38,22,540,377,155,0.698148148148148
38,23,603,401,190,0.665008291873964
38,24,632,323,302,0.511075949367089
38,25,566,331,222,0.584805653710247
38,26,646,367,266,0.568111455108359
38,27,629,337,285,0.53577106518283
38,28,730,349,373,0.478082191780822
38,29,627,371,248,0.59170653907496
38,30,623,303,313,0.486356340288925
38,31,576,412,146,0.715277777777778
38,32,579,378,190,0.652849740932642
38,33,591,399,185,0.6751269035533
38,34,575,413,151,0.718260869565217
38,35,585,435,134,0.743589743589744
38,36,573,382,177,0.666666666666667
38,37,596,393,191,0.659395973154362
38,38,604,341,248,0.564569536423841
38,39,631,443,177,0.702060221870048
38,40,592,403,176,0.680743243243243
38,41,523,419,95,0.801147227533461
39,1,588,373,199,0.634353741496599
39,2,568,326,235,0.573943661971831
39,3,632,507,114,0.802215189873418
39,4,577,362,204,0.62738301559792
39,5,608,442,157,0.726973684210526
39,6,605,462,133,0.763636363636364
39,7,533,406,119,0.76172607879925
39,8,653,483,162,0.739663093415008
39,9,560,402,147,0.717857142857143
39,10,280,235,42,0.839285714285714
39,11,572,396,161,0.692307692307692
39,12,803,653,128,0.813200498132005
39,13,565,393,164,0.695575221238938
39,14,590,446,130,0.75593220338983
39,15,729,409,309,0.561042524005487
39,16,614,454,146,0.739413680781759
39,17,607,439,165,0.723228995057661
39,18,585,425,156,0.726495726495726
39,19,578,433,129,0.749134948096886
39,20,744,419,314,0.563172043010753
39,21,590,341,239,0.577966101694915
39,22,629,466,151,0.740858505564388
39,23,591,355,223,0.600676818950931
39,24,741,426,306,0.574898785425101
39,25,531,423,101,0.796610169491525
39,26,595,359,229,0.603361344537815
39,27,94,61,32,0.648936170212766
39,28,718,603,102,0.83983286908078
39,29,351,278,62,0.792022792022792
39,30,703,584,109,0.83072546230441
39,31,527,416,103,0.789373814041746
39,32,584,323,255,0.553082191780822
39,33,649,487,154,0.750385208012327
39,34,721,560,138,0.776699029126214
39,35,618,479,123,0.775080906148867
39,36,156,110,43,0.705128205128205
39,37,557,385,156,0.691202872531418
39,38,308,223,84,0.724025974025974
39,39,373,266,100,0.71313672922252
39,40,627,396,222,0.631578947368421
39,41,615,399,202,0.648780487804878
39,42,621,374,238,0.602254428341385
39,43,619,370,239,0.597738287560582
39,44,484,300,176,0.619834710743802
39,45,534,340,182,0.636704119850187
40,1,640,446,186,0.696875
40,2,671,528,136,0.786885245901639
40,3,797,692,94,0.868255959849435
40,4,408,322,85,0.78921568627451
40,5,715,584,119,0.816783216783217
40,6,760,670,73,0.881578947368421
40,7,622,541,62,0.869774919614148
40,8,857,773,74,0.901983663943991
40,9,564,428,127,0.75886524822695
40,10,762,595,152,0.780839895013123
40,11,647,568,64,0.87789799072643
40,12,587,509,64,0.867120954003407
40,13,935,851,70,0.910160427807487
40,14,669,468,191,0.699551569506726
40,15,678,522,144,0.769911504424779
40,16,849,753,68,0.886925795053003
40,17,548,428,113,0.781021897810219
40,18,567,473,84,0.834215167548501
40,19,813,630,169,0.774907749077491
40,20,700,555,130,0.792857142857143
40,21,722,645,65,0.893351800554017
40,22,774,690,74,0.891472868217054
40,23,765,678,72,0.886274509803921
40,24,642,447,181,0.696261682242991
40,25,760,685,66,0.901315789473684
40,26,698,629,55,0.901146131805158
40,27,849,712,122,0.838633686690224
40,28,670,590,63,0.880597014925373
40,29,656,501,145,0.763719512195122
40,30,568,394,163,0.693661971830986
40,31,715,649,55,0.907692307692308
40,32,713,636,68,0.892005610098177
40,33,628,579,40,0.921974522292994
40,34,609,437,159,0.717569786535304
40,35,504,379,111,0.751984126984127
40,36,576,485,80,0.842013888888889
40,37,692,585,97,0.845375722543353
40,38,784,677,88,0.863520408163265
40,39,285,208,76,0.729824561403509
41,1,606,264,333,0.435643564356436
41,2,651,268,375,0.411674347158218
41,3,621,327,279,0.526570048309179
41,4,607,330,269,0.543657331136738
41,5,759,418,321,0.550724637681159
41,6,694,398,282,0.573487031700288
41,7,653,332,306,0.508422664624809
41,8,636,322,300,0.506289308176101
41,9,627,360,257,0.574162679425837
41,10,629,354,262,0.562798092209857
41,11,685,309,365,0.451094890510949
41,12,696,319,373,0.458333333333333
41,13,766,357,396,0.466057441253264
41,14,669,433,219,0.647234678624813
41,15,790,447,326,0.565822784810127
41,16,605,312,285,0.515702479338843
41,17,567,321,241,0.566137566137566
41,18,590,318,266,0.538983050847458
41,19,697,448,222,0.642754662840746
41,20,468,236,221,0.504273504273504
41,21,617,330,281,0.53484602917342
41,22,686,350,328,0.510204081632653
41,23,682,252,423,0.36950146627566
41,24,611,266,330,0.435351882160393
41,25,684,338,337,0.494152046783626
41,26,542,288,240,0.531365313653137
41,27,653,271,375,0.415007656967841
41,28,734,438,285,0.596730245231608
41,29,592,290,297,0.489864864864865
41,30,607,344,257,0.5667215815486
41,31,595,352,233,0.591596638655462
41,32,534,270,256,0.50561797752809
41,33,601,292,303,0.48585690515807
41,34,586,279,300,0.476109215017065
41,35,770,403,355,0.523376623376623
41,36,626,327,286,0.522364217252396
41,37,697,355,330,0.509325681492109
41,38,626,323,293,0.515974440894569
41,39,676,362,299,0.535502958579882
41,40,713,306,400,0.429172510518934
41,41,671,332,332,0.49478390461997
41,42,658,309,338,0.469604863221884
41,43,664,343,312,0.516566265060241
41,44,651,287,347,0.440860215053763
41,45,633,325,303,0.513428120063191
41,46,628,334,284,0.531847133757962
41,47,709,398,300,0.561354019746121
42,1,656,471,179,0.717987804878049
42,2,976,779,180,0.798155737704918
42,3,772,639,121,0.827720207253886
42,4,1892,1457,413,0.770084566596194
42,5,657,515,127,0.783866057838661
42,6,681,495,174,0.726872246696035
42,7,902,688,199,0.762749445676275
42,8,641,508,127,0.792511700468019
42,9,992,812,164,0.818548387096774
42,10,1051,810,214,0.77069457659372
42,11,524,373,142,0.711832061068702
42,12,641,471,160,0.734789391575663
42,13,573,403,160,0.703315881326352
42,14,1068,816,223,0.764044943820225
42,15,1112,825,272,0.741906474820144
42,16,788,631,138,0.800761421319797
42,17,1278,928,326,0.726134585289515
42,18,1029,811,197,0.788143828960155
42,19,1004,742,248,0.739043824701195
42,20,1025,754,251,0.735609756097561
42,21,945,805,129,0.851851851851852
42,22,446,327,111,0.733183856502242
42,23,884,632,243,0.714932126696833
42,24,743,557,172,0.749663526244953
42,25,928,665,251,0.716594827586207
42,26,1322,991,316,0.749621785173979
42,27,528,397,123,0.751893939393939
42,28,758,575,177,0.758575197889182
42,29,921,680,226,0.738327904451683
42,30,574,442,128,0.770034843205575
42,31,954,712,224,0.746331236897275
42,32,955,708,228,0.741361256544503
42,33,838,687,133,0.81980906921241
42,34,629,463,154,0.736089030206677
42,35,976,780,179,0.799180327868853
42,36,1402,1099,271,0.783880171184023
42,37,624,463,145,0.74198717948718
42,38,797,580,199,0.727728983688833
42,39,1455,1131,302,0.777319587628866
42,40,1163,917,227,0.78847807394669
42,41,798,652,136,0.817042606516291
42,42,1357,1114,220,0.820928518791452
43,1,390,320,63,0.82051282051282
43,2,796,663,120,0.832914572864322
43,3,737,587,138,0.796472184531886
43,4,963,758,186,0.787123572170301
43,5,697,584,101,0.837876614060258
43,6,577,494,69,0.856152512998267
43,7,495,408,77,0.824242424242424
43,8,569,452,113,0.794376098418278
43,9,742,608,122,0.819407008086253
43,10,910,755,133,0.82967032967033
43,11,705,550,143,0.780141843971631
43,12,487,408,73,0.837782340862423
43,13,712,599,104,0.841292134831461
43,14,720,597,107,0.829166666666667
43,15,773,615,142,0.795601552393273
43,16,1074,885,164,0.824022346368715
43,17,583,461,111,0.79073756432247
43,18,864,702,149,0.8125
43,19,748,604,132,0.807486631016043
43,20,910,784,105,0.861538461538462
43,21,857,686,147,0.80046674445741
43,22,546,452,88,0.827838827838828
43,23,525,428,87,0.815238095238095
43,24,578,447,116,0.773356401384083
43,25,618,504,107,0.815533980582524
43,26,448,380,60,0.848214285714286
43,27,673,539,125,0.800891530460624
43,28,936,742,183,0.792735042735043
43,29,1073,879,171,0.819198508853681
43,30,770,639,116,0.82987012987013
43,31,724,585,126,0.808011049723757
43,32,771,649,109,0.841763942931258
43,33,744,551,181,0.740591397849462
43,34,470,387,76,0.823404255319149
43,35,789,601,180,0.761723700887199
43,36,504,414,83,0.821428571428571
43,37,841,712,118,0.846611177170036
43,38,561,427,125,0.761140819964349
43,39,602,467,121,0.775747508305648
43,40,550,467,73,0.849090909090909
43,41,894,743,133,0.831096196868009
43,42,722,594,111,0.822714681440443
43,43,777,580,181,0.746460746460746
43,44,754,616,123,0.816976127320955
43,45,424,348,70,0.820754716981132
43,46,479,415,59,0.866388308977035
44,1,1153,1020,114,0.884648742411101
44,2,829,701,106,0.845597104945718
44,3,429,367,60,0.855477855477855
44,4,640,550,80,0.859375
44,5,774,689,70,0.890180878552972
44,6,1027,894,108,0.870496592015579
44,7,522,410,103,0.78544061302682
44,8,1066,953,92,0.893996247654784
44,9,814,694,103,0.852579852579853
44,10,850,732,92,0.861176470588235
44,11,892,748,130,0.838565022421525
44,12,825,697,117,0.844848484848485
44,13,689,576,95,0.835994194484761
44,14,744,644,85,0.865591397849462
44,15,733,618,107,0.843110504774898
44,16,909,790,103,0.869086908690869
44,17,1013,909,89,0.897334649555775
44,18,901,754,129,0.83684794672586
44,19,930,815,107,0.876344086021505
44,20,947,827,97,0.873284054910243
44,21,920,835,66,0.907608695652174
44,22,735,645,80,0.877551020408163
44,23,742,662,66,0.892183288409703
44,24,549,462,80,0.841530054644809
44,25,817,727,80,0.88984088127295
44,26,950,849,84,0.893684210526316
44,27,919,787,102,0.856365614798694
44,28,823,712,99,0.865127582017011
44,29,935,807,110,0.863101604278075
44,30,952,833,103,0.875
44,31,700,565,111,0.807142857142857
44,32,912,760,129,0.833333333333333
44,33,817,750,55,0.917992656058752
44,34,815,733,74,0.899386503067485
44,35,899,755,127,0.839822024471635
44,36,879,770,96,0.875995449374289
44,37,856,783,63,0.914719626168224
44,38,1006,810,173,0.805168986083499
44,39,847,727,104,0.858323494687131
44,40,797,670,105,0.840652446675031
44,41,1037,905,114,0.872709739633558
45,1,501,432,53,0.862275449101796
45,2,604,526,64,0.870860927152318
45,3,565,461,95,0.815929203539823
45,4,723,563,131,0.778699861687414
45,5,639,514,113,0.804381846635368
45,6,802,655,133,0.816708229426434
45,7,864,679,167,0.78587962962963
45,8,630,490,130,0.777777777777778
45,9,621,466,145,0.750402576489533
45,10,629,444,174,0.705882352941176
45,11,476,347,122,0.728991596638655
45,12,587,423,144,0.7206132879046
45,13,511,392,102,0.767123287671233
45,14,859,645,199,0.750873108265425
45,15,706,553,145,0.78328611898017
45,16,505,367,130,0.726732673267327
45,17,692,465,212,0.671965317919075
45,18,692,446,226,0.644508670520231
45,19,371,249,115,0.671159029649596
45,20,447,318,116,0.711409395973154
45,21,570,357,211,0.626315789473684
45,22,606,399,197,0.658415841584158
45,23,590,359,217,0.608474576271186
45,24,499,288,203,0.577154308617234
45,25,404,230,166,0.569306930693069
45,26,349,184,161,0.527220630372493
45,27,609,346,252,0.568144499178982
45,28,534,335,193,0.627340823970037
45,29,414,239,171,0.577294685990338
45,30,581,438,132,0.753872633390706
45,31,500,368,125,0.736
45,32,578,399,172,0.690311418685121
45,33,426,319,103,0.748826291079812
45,34,617,425,182,0.688816855753647
45,35,659,462,185,0.701062215477997
45,36,638,413,213,0.647335423197492
45,37,605,369,222,0.609917355371901
45,38,610,405,201,0.663934426229508
45,39,607,366,232,0.602965403624382
45,40,556,336,208,0.60431654676259
45,41,562,334,217,0.594306049822064
45,42,559,323,230,0.577817531305903
45,43,623,326,283,0.523274478330658
45,44,578,325,241,0.562283737024221
45,45,418,210,202,0.502392344497608
45,46,480,251,217,0.522916666666667
45,47,449,242,198,0.538975501113586
45,48,515,244,259,0.47378640776699
46,1,521,453,59,0.869481765834933
46,2,669,602,55,0.899850523168909
46,3,826,723,95,0.875302663438257
46,4,659,593,52,0.899848254931715
46,5,947,830,95,0.876451953537487
46,6,676,589,75,0.871301775147929
46,7,733,614,111,0.837653478854024
46,8,531,470,53,0.885122410546139
46,9,772,701,52,0.908031088082902
46,10,1239,1099,114,0.887005649717514
46,11,757,582,162,0.768824306472919
46,12,756,687,55,0.908730158730159
46,13,746,665,73,0.89142091152815
46,14,823,717,100,0.871202916160389
46,15,753,657,86,0.872509960159363
46,16,757,681,52,0.899603698811096
46,17,786,657,116,0.83587786259542
46,18,831,685,132,0.824308062575211
46,19,501,414,79,0.826347305389221
46,20,600,538,51,0.896666666666667
46,21,568,451,109,0.794014084507042
46,22,526,467,46,0.887832699619772
46,23,628,575,46,0.915605095541401
46,24,905,780,114,0.861878453038674
46,25,671,615,47,0.916542473919523
46,26,1005,907,82,0.902487562189055
46,27,919,813,80,0.884657236126224
46,28,662,566,86,0.854984894259819
46,29,595,506,80,0.850420168067227
46,30,772,673,86,0.871761658031088
46,31,747,684,50,0.91566265060241
46,32,738,624,100,0.845528455284553
46,33,775,687,79,0.886451612903226
46,34,888,803,66,0.904279279279279
46,35,821,734,79,0.894031668696711
46,36,685,562,110,0.820437956204379
46,37,632,540,87,0.854430379746835
46,38,863,777,69,0.900347624565469
46,39,709,582,114,0.820874471086037
46,40,582,512,59,0.879725085910653
47,1,509,434,67,0.852652259332024
47,2,740,632,92,0.854054054054054
47,3,694,576,100,0.829971181556196
47,4,880,762,105,0.865909090909091
47,5,778,693,69,0.890745501285347
47,6,892,791,84,0.88677130044843
47,7,698,585,101,0.83810888252149
47,8,720,628,74,0.872222222222222
47,9,736,624,90,0.847826086956522
47,10,873,784,69,0.898052691867125
47,11,779,666,106,0.854942233632863
47,12,787,700,61,0.889453621346887
47,13,704,618,69,0.877840909090909
47,14,668,578,81,0.865269461077844
47,15,862,797,48,0.924593967517401
47,16,715,597,103,0.834965034965035
47,17,746,615,114,0.824396782841823
47,18,731,624,89,0.853625170998632
47,19,1121,1036,65,0.924174843889384
47,20,737,656,64,0.890094979647218
47,21,689,598,72,0.867924528301887
47,22,771,673,79,0.872892347600519
47,23,799,732,55,0.916145181476846
47,24,800,717,66,0.89625
47,25,901,800,84,0.887902330743618
47,26,956,887,58,0.927824267782427
47,27,644,564,63,0.875776397515528
47,28,675,596,66,0.882962962962963
47,29,842,722,102,0.857482185273159
47,30,892,820,59,0.919282511210762
47,31,759,672,68,0.885375494071146
47,32,871,803,52,0.921928817451206
47,33,763,656,90,0.859764089121887
47,34,741,655,68,0.883940620782726
47,35,745,628,103,0.842953020134228
47,36,817,742,64,0.908200734394125
47,37,699,612,70,0.875536480686695
47,38,742,662,68,0.892183288409703
47,39,727,643,71,0.884456671251719
47,40,689,625,55,0.90711175616836
47,41,794,715,69,0.900503778337531
47,42,685,618,52,0.902189781021898
47,43,675,565,91,0.837037037037037
47,44,733,604,117,0.824010914051842
47,45,652,595,46,0.912576687116564
47,46,774,634,126,0.819121447028424
47,47,897,785,95,0.875139353400223
47,48,66,41,24,0.621212121212121
48,1,671,614,42,0.9150521609538
48,2,309,269,33,0.870550161812298
48,3,794,689,91,0.867758186397985
48,4,676,621,47,0.918639053254438
48,5,385,338,42,0.877922077922078
48,6,840,733,89,0.872619047619048
48,7,700,657,38,0.938571428571429
48,8,363,300,57,0.826446280991735
48,9,485,365,113,0.752577319587629
48,10,919,859,52,0.934711643090316
48,11,554,515,28,0.929602888086643
48,12,846,769,62,0.908983451536643
48,13,894,743,141,0.831096196868009
48,14,342,273,67,0.798245614035088
48,15,448,373,68,0.832589285714286
48,16,756,657,87,0.869047619047619
48,17,612,527,68,0.861111111111111
48,18,500,411,81,0.822
48,19,465,421,35,0.905376344086022
48,20,711,642,61,0.90295358649789
48,21,933,794,118,0.85101822079314
48,22,552,447,102,0.809782608695652
48,23,658,555,88,0.843465045592705
48,24,842,621,213,0.737529691211401
48,25,549,503,34,0.916211293260474
48,26,336,282,46,0.839285714285714
48,27,662,589,55,0.889728096676737
48,28,855,630,205,0.736842105263158
48,29,315,277,36,0.879365079365079
48,30,567,513,42,0.904761904761905
48,31,980,850,106,0.86734693877551
48,32,759,667,73,0.878787878787879
48,33,372,315,55,0.846774193548387
48,34,594,539,43,0.907407407407407
48,35,469,370,90,0.788912579957356
48,36,390,331,53,0.848717948717949
48,37,721,663,47,0.919556171983356
48,38,682,602,72,0.882697947214076
48,39,535,447,82,0.835514018691589
48,40,589,535,44,0.908319185059423
48,41,876,789,70,0.900684931506849
48,42,729,687,30,0.94238683127572
48,43,789,700,77,0.887198986058302
48,44,823,762,50,0.92588092345079
48,45,489,453,28,0.92638036809816
48,46,447,380,63,0.850111856823266
49,1,449,413,27,0.919821826280624
49,2,419,397,15,0.947494033412888
49,3,829,753,66,0.90832328106152
49,4,881,790,60,0.896708286038592
49,5,638,577,50,0.904388714733542
49,6,605,554,41,0.915702479338843
49,7,574,500,64,0.871080139372822
49,8,614,545,64,0.887622149837133
49,9,708,636,56,0.898305084745763
49,10,755,667,77,0.883443708609271
49,11,865,798,47,0.922543352601156
49,12,828,744,66,0.898550724637681
49,13,799,709,75,0.887359198998749
49,14,553,496,50,0.896925858951175
49,15,522,472,42,0.904214559386973
49,16,674,585,71,0.867952522255193
49,17,599,483,106,0.806343906510851
49,18,839,774,46,0.922526817640048
49,19,654,597,44,0.912844036697248
49,20,1011,922,74,0.911968348170129
49,21,433,378,52,0.8729792147806
49,22,733,634,76,0.86493860845839
49,23,884,772,82,0.873303167420814
49,24,566,517,35,0.913427561837456
49,25,869,768,76,0.883774453394707
49,26,818,708,99,0.865525672371638
49,27,782,698,61,0.892583120204604
49,28,959,868,68,0.905109489051095
49,29,825,735,69,0.890909090909091
49,30,747,649,80,0.868808567603748
49,31,518,455,52,0.878378378378378
49,32,657,592,53,0.901065449010654
49,33,540,494,39,0.914814814814815
50,1,603,289,304,0.479270315091211
50,2,370,202,164,0.545945945945946
50,3,534,280,250,0.524344569288389
50,4,653,450,192,0.689127105666156
50,5,458,184,268,0.40174672489083
50,6,626,462,154,0.738019169329074
50,7,622,543,68,0.872990353697749
50,8,565,478,79,0.846017699115044
50,9,490,338,142,0.689795918367347
50,10,703,345,350,0.490753911806543
50,11,460,126,331,0.273913043478261
50,12,270,148,118,0.548148148148148
50,13,678,555,112,0.81858407079646
50,14,208,102,105,0.490384615384615
50,15,646,532,110,0.823529411764706
50,16,203,108,94,0.532019704433498
50,17,670,404,264,0.602985074626866
50,18,116,49,65,0.422413793103448
50,19,459,361,88,0.786492374727669
50,20,588,453,125,0.770408163265306
50,21,523,385,134,0.736137667304015
50,22,578,308,260,0.532871972318339
50,23,452,266,180,0.588495575221239
50,24,521,158,359,0.303262955854127
50,25,641,262,378,0.408736349453978
50,26,674,440,226,0.652818991097923
50,27,216,119,96,0.550925925925926
50,28,640,490,142,0.765625
50,29,606,475,125,0.783828382838284
50,30,455,376,73,0.826373626373626
50,31,763,642,110,0.841415465268676
50,32,682,573,91,0.840175953079179
50,33,471,186,279,0.394904458598726
50,34,776,517,246,0.666237113402062
50,35,709,593,104,0.83638928067701
50,36,584,446,129,0.763698630136986
50,37,587,491,90,0.836456558773424
50,38,240,148,90,0.616666666666667
50,39,427,219,201,0.51288056206089
50,40,626,191,427,0.305111821086262
